agg_level_desc,state_alpha,year,source_desc,short_desc,unit_desc,sector_desc,group_desc,commodity_desc,domain_desc,domaincat_desc,value,value_num,censored,ch2_tables,ch2_table_name
NATIONAL,US,2022,CENSUS,"VEGETABLES, OTHER - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,47034,47034,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,1997,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,3513,3513,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2002,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,2982,2982,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2007,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,31,31,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,6846,6846,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2012,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,46,46,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,8057,8057,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,77,77,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,8814,8814,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,56,56,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,5881,5881,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2007,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,62,62,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,45880,45880,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2012,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,NA,NA,TRUE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,56681,56681,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,NA,NA,TRUE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,40656,40656,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,28,28,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,39262,39262,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2007,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,31,31,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,6668,6668,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2012,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,45,45,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,7880,7880,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,76,76,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,8466,8466,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,52,52,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"VEGETABLES, OTHER, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,5620,5620,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2002,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,7664,7664,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,1683,1683,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2012,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,NA,NA,TRUE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,17774,17774,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,NA,NA,TRUE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,4391,4391,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,3,3,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"VEGETABLES, OTHER, PROCESSING - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,7772,7772,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2002,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,125,125,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,381,381,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2012,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,1,1,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,493,493,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,1,1,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,580,580,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,6,6,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"VEGETABLES, OTHER, PROCESSING - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,"VEGETABLES, OTHER",TOTAL,NOT SPECIFIED,426,426,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,1997,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,610,610,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2002,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,699,699,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,679,679,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,733,733,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,NA,NA,TRUE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,698,698,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,1,1,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,WATERCRESS - ACRES HARVESTED,ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,638,638,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,1997,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,35,35,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2002,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,60,60,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,62,62,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,100,100,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,1,1,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,268,268,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,5,5,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,WATERCRESS - OPERATIONS WITH AREA HARVESTED,OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,323,323,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"WATERCRESS, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,NA,NA,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"WATERCRESS, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,733,733,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"WATERCRESS, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,NA,NA,TRUE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"WATERCRESS, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,698,698,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"WATERCRESS, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,1,1,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"WATERCRESS, FRESH MARKET - ACRES HARVESTED",ACRES,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,638,638,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2007,CENSUS,"WATERCRESS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,61,61,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2012,CENSUS,"WATERCRESS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,100,100,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2017,CENSUS,"WATERCRESS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,1,1,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2017,CENSUS,"WATERCRESS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,268,268,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,2022,CENSUS,"WATERCRESS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,5,5,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
NATIONAL,US,2022,CENSUS,"WATERCRESS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",OPERATIONS,CROPS,VEGETABLES,WATERCRESS,TOTAL,NOT SPECIFIED,323,323,FALSE,29,"Vegetables, Potatoes, and Melons Harvested for Sale:  2022 and 2017"
STATE,AK,1997,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,1639000,1639000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,1997,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,40927182000,40927182000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2002,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,759000,759000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2002,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,45115184000,45115184000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2007,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,768000,768000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2007,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,61209970000,61209970000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),342000,342000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),342000,342000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),NA,NA,TRUE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),13000,13000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,TOTAL,NOT SPECIFIED,1085000,1085000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),5162963000,5162963000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),52218000,52218000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,"CATTLE, INCL CALVES - SALES, MEASURED IN $",$,ANIMALS & PRODUCTS,LIVESTOCK,CATTLE,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),91883000,91883000,FALSE,2;11,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
